id,original_text,text_for_sentiment,aspect,label_for_sentiment
9005,بفلوس,بفلوس [ASPECT] price,price,negative
225,منصحش بالمكان ده خالص ، ليه عشان احب اقعد اشرب حاجة بعد الفطار في رمضان ألاقيها بتقولي minimum 500 LE لالالا معاملة ونظام سئ جداااا,منصحش بالمكان ده خالص ، ليه عشان احب اقعد اشرب حاجة بعد الفطار في رمضان الاقيها بتقولي minimum 500 LE لالالا معاملة ونظام سي جداا [ASPECT] price,price,negative
225,منصحش بالمكان ده خالص ، ليه عشان احب اقعد اشرب حاجة بعد الفطار في رمضان ألاقيها بتقولي minimum 500 LE لالالا معاملة ونظام سئ جداااا,منصحش بالمكان ده خالص ، ليه عشان احب اقعد اشرب حاجة بعد الفطار في رمضان الاقيها بتقولي minimum 500 LE لالالا معاملة ونظام سي جداا [ASPECT] service,service,negative
753,الحمص والمتبل لذيذ والمشاوي والريش سيئة جدا,الحمص والمتبل لذيذ والمشاوي والريش سيية جدا [ASPECT] food,food,negative
4141,كافيه حلوه وجميل و لطيفين جدا وحلوياتهم يميي,كافيه حلوه وجميل و لطيفين جدا وحلوياتهم يميي [ASPECT] ambiance,ambiance,positive
4141,كافيه حلوه وجميل و لطيفين جدا وحلوياتهم يميي,كافيه حلوه وجميل و لطيفين جدا وحلوياتهم يميي [ASPECT] service,service,positive
4141,كافيه حلوه وجميل و لطيفين جدا وحلوياتهم يميي,كافيه حلوه وجميل و لطيفين جدا وحلوياتهم يميي [ASPECT] food,food,positive
3944,دكتور ممتاز و محترم و شخصيه مريحه. كنت عايز حل لتثبيت الاسنان بعد التقويم و هو قدم لي المساعده و انا بشكره جدا,دكتور ممتاز و محترم و شخصيه مريحه. كنت عايز حل لتثبيت الاسنان بعد التقويم و هو قدم لي المساعده و انا بشكره جدا [ASPECT] service,service,positive
9564,تمام جدا,تمام جدا [ASPECT] general,general,positive
6635,بس شوي بطين,بس شوي بطين [ASPECT] service,service,negative
7673,شكران,شكران [ASPECT] none,none,neutral
9802,اعجبني كثيرا تعامل بوكينق وكذلك الفندق الذي حجزت منه في اسطنبول فندق هيلتون اسطنبول البوسفور ..وكان تعامل جميع العاملين فيه بقمة الرقي والأدب ومرونه بالتعامل وخاصة لم ازر هذا الفندق منذ ١٣ سنه أعجبتني التغييرات وكذلك أخص بالشكر محمد و اسماعيل ومراد وسيبال,اعجبني كثيرا تعامل بوكينق وكذلك الفندق الذي حجزت منه في اسطنبول فندق هيلتون اسطنبول البوسفور ..وكان تعامل جميع العاملين فيه بقمة الرقي والادب ومرونه بالتعامل وخاصة لم ازر هذا الفندق منذ ١٣ سنه اعجبتني التغييرات وكذلك اخص بالشكر محمد و اسماعيل ومراد وسيبال [ASPECT] service,service,positive
9802,اعجبني كثيرا تعامل بوكينق وكذلك الفندق الذي حجزت منه في اسطنبول فندق هيلتون اسطنبول البوسفور ..وكان تعامل جميع العاملين فيه بقمة الرقي والأدب ومرونه بالتعامل وخاصة لم ازر هذا الفندق منذ ١٣ سنه أعجبتني التغييرات وكذلك أخص بالشكر محمد و اسماعيل ومراد وسيبال,اعجبني كثيرا تعامل بوكينق وكذلك الفندق الذي حجزت منه في اسطنبول فندق هيلتون اسطنبول البوسفور ..وكان تعامل جميع العاملين فيه بقمة الرقي والادب ومرونه بالتعامل وخاصة لم ازر هذا الفندق منذ ١٣ سنه اعجبتني التغييرات وكذلك اخص بالشكر محمد و اسماعيل ومراد وسيبال [ASPECT] app_experience,app_experience,positive
9802,اعجبني كثيرا تعامل بوكينق وكذلك الفندق الذي حجزت منه في اسطنبول فندق هيلتون اسطنبول البوسفور ..وكان تعامل جميع العاملين فيه بقمة الرقي والأدب ومرونه بالتعامل وخاصة لم ازر هذا الفندق منذ ١٣ سنه أعجبتني التغييرات وكذلك أخص بالشكر محمد و اسماعيل ومراد وسيبال,اعجبني كثيرا تعامل بوكينق وكذلك الفندق الذي حجزت منه في اسطنبول فندق هيلتون اسطنبول البوسفور ..وكان تعامل جميع العاملين فيه بقمة الرقي والادب ومرونه بالتعامل وخاصة لم ازر هذا الفندق منذ ١٣ سنه اعجبتني التغييرات وكذلك اخص بالشكر محمد و اسماعيل ومراد وسيبال [ASPECT] ambiance,ambiance,positive
2802,والله مو اقصد الاساءه ولا التنقيص من المطعم بس حقيقي المصري اللي يسوي المعسلات ابو نظارات جاب لنا معسل منسمه واقوله غيرها ورفض وصدعنا كلنا وتوبه اطلب من عندهم,والله مو اقصد الاساءه ولا التنقيص من المطعم بس حقيقي المصري اللي يسوي المعسلات ابو نظارات جاب لنا معسل منسمه واقوله غيرها ورفض وصدعنا كلنا وتوبه اطلب من عندهم [ASPECT] service,service,negative
2802,والله مو اقصد الاساءه ولا التنقيص من المطعم بس حقيقي المصري اللي يسوي المعسلات ابو نظارات جاب لنا معسل منسمه واقوله غيرها ورفض وصدعنا كلنا وتوبه اطلب من عندهم,والله مو اقصد الاساءه ولا التنقيص من المطعم بس حقيقي المصري اللي يسوي المعسلات ابو نظارات جاب لنا معسل منسمه واقوله غيرها ورفض وصدعنا كلنا وتوبه اطلب من عندهم [ASPECT] food,food,negative
9532,لتغير حرف بالمطار تكلفه 75 ريال بسبب تغير حرف من E الي i استغلال مواقف علي طيران Flynas,لتغير حرف بالمطار تكلفه 75 ريال بسبب تغير حرف من E الي i استغلال مواقف علي طيران Flynas [ASPECT] price,price,negative
9532,لتغير حرف بالمطار تكلفه 75 ريال بسبب تغير حرف من E الي i استغلال مواقف علي طيران Flynas,لتغير حرف بالمطار تكلفه 75 ريال بسبب تغير حرف من E الي i استغلال مواقف علي طيران Flynas [ASPECT] service,service,negative
1439,انا احب اشكر الدكتورة سما شريف دكتورة التحليل بالمعمل انا عندي فوبيا من الحقن بس هي حقيقي ايدها خفيفة جدا ربنا يباركلها يا رب 🤲 🤲 ❤️,انا احب اشكر الدكتورة سما شريف دكتورة التحليل بالمعمل انا عندي فوبيا من الحقن بس هي حقيقي ايدها خفيفة جدا ربنا يباركلها يا رب 🤲 🤲 ❤️ [ASPECT] service,service,positive
1629,كل حاجة جميلة بس الاكل بيتأخر شوية,كل حاجة جميلة بس الاكل بيتاخر شوية [ASPECT] service,service,positive
2334,"الكفته كويسه والبطاطس نشفه ومتتكلش الفراخ متتكلش كانها بيته
والسعر غالي جدا
٢ سلطة + ٢ طحينة + عدس ومستغرب نزل ليه
نص فرخة فحم مع ربع كفته
الحساب كان ١١٠٠ ج.م
اخر مرة ازور المكان ده
شكرا 🙏",الكفته كويسه والبطاطس نشفه ومتتكلش الفراخ متتكلش كانها بيته والسعر غالي جدا ٢ سلطة + ٢ طحينة + عدس ومستغرب نزل ليه نص فرخة فحم مع ربع كفته الحساب كان ١١٠٠ ج.م اخر مرة ازور المكان ده شكرا 🙏 [ASPECT] food,food,negative
2334,"الكفته كويسه والبطاطس نشفه ومتتكلش الفراخ متتكلش كانها بيته
والسعر غالي جدا
٢ سلطة + ٢ طحينة + عدس ومستغرب نزل ليه
نص فرخة فحم مع ربع كفته
الحساب كان ١١٠٠ ج.م
اخر مرة ازور المكان ده
شكرا 🙏",الكفته كويسه والبطاطس نشفه ومتتكلش الفراخ متتكلش كانها بيته والسعر غالي جدا ٢ سلطة + ٢ طحينة + عدس ومستغرب نزل ليه نص فرخة فحم مع ربع كفته الحساب كان ١١٠٠ ج.م اخر مرة ازور المكان ده شكرا 🙏 [ASPECT] price,price,negative
4632,للاسف كانت تجربتي سيئة جدا ، النظافة كانت دون المستوى ، ووجدت صراصير بالغرفة وهذا شئ غير مقبول في اي فندق ، الانترنت ضعيف لدرجة انه لا يعمل والمعاملة سيئة للغاية ، اوسخ فندق قابلته بحياتي لا انصح بالاقامة فيه,للاسف كانت تجربتي سيية جدا ، النظافة كانت دون المستوي ، ووجدت صراصير بالغرفة وهذا شي غير مقبول في اي فندق ، الانترنت ضعيف لدرجة انه لا يعمل والمعاملة سيية للغاية ، اوسخ فندق قابلته بحياتي لا انصح بالاقامة فيه [ASPECT] cleanliness,cleanliness,negative
4632,للاسف كانت تجربتي سيئة جدا ، النظافة كانت دون المستوى ، ووجدت صراصير بالغرفة وهذا شئ غير مقبول في اي فندق ، الانترنت ضعيف لدرجة انه لا يعمل والمعاملة سيئة للغاية ، اوسخ فندق قابلته بحياتي لا انصح بالاقامة فيه,للاسف كانت تجربتي سيية جدا ، النظافة كانت دون المستوي ، ووجدت صراصير بالغرفة وهذا شي غير مقبول في اي فندق ، الانترنت ضعيف لدرجة انه لا يعمل والمعاملة سيية للغاية ، اوسخ فندق قابلته بحياتي لا انصح بالاقامة فيه [ASPECT] service,service,negative
4632,للاسف كانت تجربتي سيئة جدا ، النظافة كانت دون المستوى ، ووجدت صراصير بالغرفة وهذا شئ غير مقبول في اي فندق ، الانترنت ضعيف لدرجة انه لا يعمل والمعاملة سيئة للغاية ، اوسخ فندق قابلته بحياتي لا انصح بالاقامة فيه,للاسف كانت تجربتي سيية جدا ، النظافة كانت دون المستوي ، ووجدت صراصير بالغرفة وهذا شي غير مقبول في اي فندق ، الانترنت ضعيف لدرجة انه لا يعمل والمعاملة سيية للغاية ، اوسخ فندق قابلته بحياتي لا انصح بالاقامة فيه [ASPECT] ambiance,ambiance,negative
1411,مكان رائع جدا,مكان رايع جدا [ASPECT] general,general,positive
1340,مول عجيب مش عارف له اول من اخر تدوخ عشان تدخل و تطلع,مول عجيب مش عارف له اول من اخر تدوخ عشان تدخل و تطلع [ASPECT] ambiance,ambiance,negative
3932,الاكل جيه يعتبر بارد رغم ان المسافه ١٨ دقيقه الحشو ضعيف والاطراف كلها فاضيه فخمس فطاير كلهم نفس الحاجه,الاكل جيه يعتبر بارد رغم ان المسافه ١٨ دقيقه الحشو ضعيف والاطراف كلها فاضيه فخمس فطاير كلهم نفس الحاجه [ASPECT] delivery,delivery,negative
3932,الاكل جيه يعتبر بارد رغم ان المسافه ١٨ دقيقه الحشو ضعيف والاطراف كلها فاضيه فخمس فطاير كلهم نفس الحاجه,الاكل جيه يعتبر بارد رغم ان المسافه ١٨ دقيقه الحشو ضعيف والاطراف كلها فاضيه فخمس فطاير كلهم نفس الحاجه [ASPECT] food,food,negative
2734,اجواء حلوة اوي,اجواء حلوة اوي [ASPECT] ambiance,ambiance,positive
4071,مش عارفة اتواصل مع الرقم، محتاجه اعرف فيه فترة نسائية ومدربة ولا لاء,مش عارفة اتواصل مع الرقم، محتاجه اعرف فيه فترة نسايية ومدربة ولا لاء [ASPECT] service,service,negative
5564,جزيل الشكر والتقدير ل عياده سرور ومن يمثله الدكتور يوسف وطاقم المساعدين تعقيم ونظافه تاطمن لتسليم فمك من زرعه ومن تنضيف ومن حشوه عال العال ربنا يوفقكم ويزيد من نجاحكم ال عياده في جميع مصر,جزيل الشكر والتقدير ل عياده سرور ومن يمثله الدكتور يوسف وطاقم المساعدين تعقيم ونظافه تاطمن لتسليم فمك من زرعه ومن تنضيف ومن حشوه عال العال ربنا يوفقكم ويزيد من نجاحكم ال عياده في جميع مصر [ASPECT] cleanliness,cleanliness,positive
5564,جزيل الشكر والتقدير ل عياده سرور ومن يمثله الدكتور يوسف وطاقم المساعدين تعقيم ونظافه تاطمن لتسليم فمك من زرعه ومن تنضيف ومن حشوه عال العال ربنا يوفقكم ويزيد من نجاحكم ال عياده في جميع مصر,جزيل الشكر والتقدير ل عياده سرور ومن يمثله الدكتور يوسف وطاقم المساعدين تعقيم ونظافه تاطمن لتسليم فمك من زرعه ومن تنضيف ومن حشوه عال العال ربنا يوفقكم ويزيد من نجاحكم ال عياده في جميع مصر [ASPECT] service,service,positive
4325,الاسعار غاليه جدا,الاسعار غاليه جدا [ASPECT] price,price,negative
3015,تجربة ممتازة و الخدمة رائعة,تجربة ممتازة و الخدمة رايعة [ASPECT] service,service,positive
6293,نزلته ومسحته زيرو كفاءة فالخدمة زيرو جودة فخدمة العملاء كحكة قد كدا فكله بلا خيبة,نزلته ومسحته زيرو كفاءة فالخدمة زيرو جودة فخدمة العملاء كحكة قد كدا فكله بلا خيبة [ASPECT] service,service,negative
3514,"تجربتي مع دكتور هند كالعاده ممتازه و الاستاف محترم جدا و رحمه بنت جميله اوي
بس انا عندي اعتراض أن الكريم ال بيتحط بعد جلسه الليزر بفلوس مش free
هو عيب اني اكون جايه Nouvel age clinic
و يكون الكريم بفلوس و الفكره أن تمنه ولا حاجه
و ده مكنش موجود من الاول ده في اقل عياده الكريم ده بيكون free بعد الليزر",تجربتي مع دكتور هند كالعاده ممتازه و الاستاف محترم جدا و رحمه بنت جميله اوي بس انا عندي اعتراض ان الكريم ال بيتحط بعد جلسه الليزر بفلوس مش free هو عيب اني اكون جايه Nouvel age clinic و يكون الكريم بفلوس و الفكره ان تمنه ولا حاجه و ده مكنش موجود من الاول ده في اقل عياده الكريم ده بيكون free بعد الليزر [ASPECT] service,service,positive
3514,"تجربتي مع دكتور هند كالعاده ممتازه و الاستاف محترم جدا و رحمه بنت جميله اوي
بس انا عندي اعتراض أن الكريم ال بيتحط بعد جلسه الليزر بفلوس مش free
هو عيب اني اكون جايه Nouvel age clinic
و يكون الكريم بفلوس و الفكره أن تمنه ولا حاجه
و ده مكنش موجود من الاول ده في اقل عياده الكريم ده بيكون free بعد الليزر",تجربتي مع دكتور هند كالعاده ممتازه و الاستاف محترم جدا و رحمه بنت جميله اوي بس انا عندي اعتراض ان الكريم ال بيتحط بعد جلسه الليزر بفلوس مش free هو عيب اني اكون جايه Nouvel age clinic و يكون الكريم بفلوس و الفكره ان تمنه ولا حاجه و ده مكنش موجود من الاول ده في اقل عياده الكريم ده بيكون free بعد الليزر [ASPECT] price,price,negative
4110,مكان رائع وخدمة ممتازه و استقبال يجنن,مكان رايع وخدمة ممتازه و استقبال يجنن [ASPECT] ambiance,ambiance,positive
4110,مكان رائع وخدمة ممتازه و استقبال يجنن,مكان رايع وخدمة ممتازه و استقبال يجنن [ASPECT] service,service,positive
4938,شريت منهم اكثر من منتج،،تعامل الموظفة ممتاز ومحترمه،، اعتقد منتجاتهم نفس جودة حلاوه (المحل امامهم مباشرة) لكن القاضي وحسين ارخص بكثير،، لكن يعيبهم مايقبلون الا كاش فقط وهذي مشكلة نتمنى يحلونها قريب ....,شريت منهم اكثر من منتج،،تعامل الموظفة ممتاز ومحترمه،، اعتقد منتجاتهم نفس جودة حلاوه (المحل امامهم مباشرة) لكن القاضي وحسين ارخص بكثير،، لكن يعيبهم مايقبلون الا كاش فقط وهذي مشكلة نتمني يحلونها قريب .. [ASPECT] service,service,positive
4938,شريت منهم اكثر من منتج،،تعامل الموظفة ممتاز ومحترمه،، اعتقد منتجاتهم نفس جودة حلاوه (المحل امامهم مباشرة) لكن القاضي وحسين ارخص بكثير،، لكن يعيبهم مايقبلون الا كاش فقط وهذي مشكلة نتمنى يحلونها قريب ....,شريت منهم اكثر من منتج،،تعامل الموظفة ممتاز ومحترمه،، اعتقد منتجاتهم نفس جودة حلاوه (المحل امامهم مباشرة) لكن القاضي وحسين ارخص بكثير،، لكن يعيبهم مايقبلون الا كاش فقط وهذي مشكلة نتمني يحلونها قريب .. [ASPECT] price,price,positive
8016,انا حملت هذا التطبيق من مستر بيست واتمني أن يحضرني معه في فيديو,انا حملت هذا التطبيق من مستر بيست واتمني ان يحضرني معه في فيديو [ASPECT] none,none,neutral
4757,طلبت بيتزا بولو طعمها سيء فقيرة جدا في المكونات والعجينة ناشفة اول واخر تجربة,طلبت بيتزا بولو طعمها سيء فقيرة جدا في المكونات والعجينة ناشفة اول واخر تجربة [ASPECT] food,food,negative
115,Shady,Shady [ASPECT] none,none,neutral
6308,سرعه احترام تميز,سرعه احترام تميز [ASPECT] delivery,delivery,positive
6308,سرعه احترام تميز,سرعه احترام تميز [ASPECT] service,service,positive
2207,"طلب اون لاين من ويب سايت ، كلمونى علشان فى حاجه كانت ناقصه و سالت حاجه تانى ناقصه قالوا لا ، و الاورد بعد ٣ ساعات تقريبا ، اما وصل كان فى  اسعار متغيره عن الويب سايت  كتير مش بسيط الفرق ، و فى حاجات جت غلط ( لب نكهات  و ده إلى اكدت عليه فى الطلب أصلا  بعتوا لى نكهه غلط !!! ) و طلبت غريبه وحشه جدا لا تمت ب الغريبه  خالص ، طلبت حلويات شرقيه كانوا سارقين فى الميزان ٥٠ جرام تقريبا . و الكاندي كان ناشف
إلى عملته انى رحعت الغلط و المندوب واقف و إلى سعره غلط
لكن أما مشى و فتحت حلويات الشرقيه لقيت انها قليله اوى ف عدت الوزن لقيت الورن ناقص و دقنا الكاندى طلع ناشف اوى ( قديم جدا و مش متغطى ) و الغريبه وحشه جدا جدا جدا",طلب اون لاين من ويب سايت ، كلموني علشان في حاجه كانت ناقصه و سالت حاجه تاني ناقصه قالوا لا ، و الاورد بعد ٣ ساعات تقريبا ، اما وصل كان في اسعار متغيره عن الويب سايت كتير مش بسيط الفرق ، و في حاجات جت غلط ( لب نكهات و ده الي اكدت عليه في الطلب اصلا بعتوا لي نكهه غلط !! ) و طلبت غريبه وحشه جدا لا تمت ب الغريبه خالص ، طلبت حلويات شرقيه كانوا سارقين في الميزان ٥٠ جرام تقريبا . و الكاندي كان ناشف الي عملته اني رحعت الغلط و المندوب واقف و الي سعره غلط لكن اما مشي و فتحت حلويات الشرقيه لقيت انها قليله اوي ف عدت الوزن لقيت الورن ناقص و دقنا الكاندي طلع ناشف اوي ( قديم جدا و مش متغطي ) و الغريبه وحشه جدا جدا جدا [ASPECT] delivery,delivery,negative
2207,"طلب اون لاين من ويب سايت ، كلمونى علشان فى حاجه كانت ناقصه و سالت حاجه تانى ناقصه قالوا لا ، و الاورد بعد ٣ ساعات تقريبا ، اما وصل كان فى  اسعار متغيره عن الويب سايت  كتير مش بسيط الفرق ، و فى حاجات جت غلط ( لب نكهات  و ده إلى اكدت عليه فى الطلب أصلا  بعتوا لى نكهه غلط !!! ) و طلبت غريبه وحشه جدا لا تمت ب الغريبه  خالص ، طلبت حلويات شرقيه كانوا سارقين فى الميزان ٥٠ جرام تقريبا . و الكاندي كان ناشف
إلى عملته انى رحعت الغلط و المندوب واقف و إلى سعره غلط
لكن أما مشى و فتحت حلويات الشرقيه لقيت انها قليله اوى ف عدت الوزن لقيت الورن ناقص و دقنا الكاندى طلع ناشف اوى ( قديم جدا و مش متغطى ) و الغريبه وحشه جدا جدا جدا",طلب اون لاين من ويب سايت ، كلموني علشان في حاجه كانت ناقصه و سالت حاجه تاني ناقصه قالوا لا ، و الاورد بعد ٣ ساعات تقريبا ، اما وصل كان في اسعار متغيره عن الويب سايت كتير مش بسيط الفرق ، و في حاجات جت غلط ( لب نكهات و ده الي اكدت عليه في الطلب اصلا بعتوا لي نكهه غلط !! ) و طلبت غريبه وحشه جدا لا تمت ب الغريبه خالص ، طلبت حلويات شرقيه كانوا سارقين في الميزان ٥٠ جرام تقريبا . و الكاندي كان ناشف الي عملته اني رحعت الغلط و المندوب واقف و الي سعره غلط لكن اما مشي و فتحت حلويات الشرقيه لقيت انها قليله اوي ف عدت الوزن لقيت الورن ناقص و دقنا الكاندي طلع ناشف اوي ( قديم جدا و مش متغطي ) و الغريبه وحشه جدا جدا جدا [ASPECT] service,service,negative
2207,"طلب اون لاين من ويب سايت ، كلمونى علشان فى حاجه كانت ناقصه و سالت حاجه تانى ناقصه قالوا لا ، و الاورد بعد ٣ ساعات تقريبا ، اما وصل كان فى  اسعار متغيره عن الويب سايت  كتير مش بسيط الفرق ، و فى حاجات جت غلط ( لب نكهات  و ده إلى اكدت عليه فى الطلب أصلا  بعتوا لى نكهه غلط !!! ) و طلبت غريبه وحشه جدا لا تمت ب الغريبه  خالص ، طلبت حلويات شرقيه كانوا سارقين فى الميزان ٥٠ جرام تقريبا . و الكاندي كان ناشف
إلى عملته انى رحعت الغلط و المندوب واقف و إلى سعره غلط
لكن أما مشى و فتحت حلويات الشرقيه لقيت انها قليله اوى ف عدت الوزن لقيت الورن ناقص و دقنا الكاندى طلع ناشف اوى ( قديم جدا و مش متغطى ) و الغريبه وحشه جدا جدا جدا",طلب اون لاين من ويب سايت ، كلموني علشان في حاجه كانت ناقصه و سالت حاجه تاني ناقصه قالوا لا ، و الاورد بعد ٣ ساعات تقريبا ، اما وصل كان في اسعار متغيره عن الويب سايت كتير مش بسيط الفرق ، و في حاجات جت غلط ( لب نكهات و ده الي اكدت عليه في الطلب اصلا بعتوا لي نكهه غلط !! ) و طلبت غريبه وحشه جدا لا تمت ب الغريبه خالص ، طلبت حلويات شرقيه كانوا سارقين في الميزان ٥٠ جرام تقريبا . و الكاندي كان ناشف الي عملته اني رحعت الغلط و المندوب واقف و الي سعره غلط لكن اما مشي و فتحت حلويات الشرقيه لقيت انها قليله اوي ف عدت الوزن لقيت الورن ناقص و دقنا الكاندي طلع ناشف اوي ( قديم جدا و مش متغطي ) و الغريبه وحشه جدا جدا جدا [ASPECT] price,price,negative
2207,"طلب اون لاين من ويب سايت ، كلمونى علشان فى حاجه كانت ناقصه و سالت حاجه تانى ناقصه قالوا لا ، و الاورد بعد ٣ ساعات تقريبا ، اما وصل كان فى  اسعار متغيره عن الويب سايت  كتير مش بسيط الفرق ، و فى حاجات جت غلط ( لب نكهات  و ده إلى اكدت عليه فى الطلب أصلا  بعتوا لى نكهه غلط !!! ) و طلبت غريبه وحشه جدا لا تمت ب الغريبه  خالص ، طلبت حلويات شرقيه كانوا سارقين فى الميزان ٥٠ جرام تقريبا . و الكاندي كان ناشف
إلى عملته انى رحعت الغلط و المندوب واقف و إلى سعره غلط
لكن أما مشى و فتحت حلويات الشرقيه لقيت انها قليله اوى ف عدت الوزن لقيت الورن ناقص و دقنا الكاندى طلع ناشف اوى ( قديم جدا و مش متغطى ) و الغريبه وحشه جدا جدا جدا",طلب اون لاين من ويب سايت ، كلموني علشان في حاجه كانت ناقصه و سالت حاجه تاني ناقصه قالوا لا ، و الاورد بعد ٣ ساعات تقريبا ، اما وصل كان في اسعار متغيره عن الويب سايت كتير مش بسيط الفرق ، و في حاجات جت غلط ( لب نكهات و ده الي اكدت عليه في الطلب اصلا بعتوا لي نكهه غلط !! ) و طلبت غريبه وحشه جدا لا تمت ب الغريبه خالص ، طلبت حلويات شرقيه كانوا سارقين في الميزان ٥٠ جرام تقريبا . و الكاندي كان ناشف الي عملته اني رحعت الغلط و المندوب واقف و الي سعره غلط لكن اما مشي و فتحت حلويات الشرقيه لقيت انها قليله اوي ف عدت الوزن لقيت الورن ناقص و دقنا الكاندي طلع ناشف اوي ( قديم جدا و مش متغطي ) و الغريبه وحشه جدا جدا جدا [ASPECT] food,food,negative
1840,فريق التمريض ف الدور العاشر كويس جدا جدا استاذه سحر مشرفه الدور ومساعده دكتور مجدي كانو بيساعدنس وسرعه ف التعامل وبيتابعو معاك اول ب اول بعد العمليه وحته ف البيت بيطمنو عليك وبيردو علي التلفون علي طول النظافه كويسه جدا جدا والمكان نظيف جدا والمستشفي اسلوبها والتعامل بتاعهم كويس جدا.جدا,فريق التمريض ف الدور العاشر كويس جدا جدا استاذه سحر مشرفه الدور ومساعده دكتور مجدي كانو بيساعدنس وسرعه ف التعامل وبيتابعو معاك اول ب اول بعد العمليه وحته ف البيت بيطمنو عليك وبيردو علي التلفون علي طول النظافه كويسه جدا جدا والمكان نظيف جدا والمستشفي اسلوبها والتعامل بتاعهم كويس جدا.جدا [ASPECT] service,service,positive
1840,فريق التمريض ف الدور العاشر كويس جدا جدا استاذه سحر مشرفه الدور ومساعده دكتور مجدي كانو بيساعدنس وسرعه ف التعامل وبيتابعو معاك اول ب اول بعد العمليه وحته ف البيت بيطمنو عليك وبيردو علي التلفون علي طول النظافه كويسه جدا جدا والمكان نظيف جدا والمستشفي اسلوبها والتعامل بتاعهم كويس جدا.جدا,فريق التمريض ف الدور العاشر كويس جدا جدا استاذه سحر مشرفه الدور ومساعده دكتور مجدي كانو بيساعدنس وسرعه ف التعامل وبيتابعو معاك اول ب اول بعد العمليه وحته ف البيت بيطمنو عليك وبيردو علي التلفون علي طول النظافه كويسه جدا جدا والمكان نظيف جدا والمستشفي اسلوبها والتعامل بتاعهم كويس جدا.جدا [ASPECT] cleanliness,cleanliness,positive
7499,تحت التجربه,تحت التجربه [ASPECT] general,general,neutral
1446,"مكان جيد و الاكل حودة كويسة
خاصة السكالانس عالمي اوي اوي اوي",مكان جيد و الاكل حودة كويسة خاصة السكالانس عالمي اوي اوي اوي [ASPECT] ambiance,ambiance,positive
1446,"مكان جيد و الاكل حودة كويسة
خاصة السكالانس عالمي اوي اوي اوي",مكان جيد و الاكل حودة كويسة خاصة السكالانس عالمي اوي اوي اوي [ASPECT] food,food,positive
8501,برنامج فاشل جدا اضيفت اعلان اكتر من مرة بيرفض يرجي المحاولة علشان قاعده البيانات وفي الاخر لازم تدفع علشان يعملك اعلان مميز أو بيلغي الاعلان خالص تضيع وقت علي الفاضي,برنامج فاشل جدا اضيفت اعلان اكتر من مرة بيرفض يرجي المحاولة علشان قاعده البيانات وفي الاخر لازم تدفع علشان يعملك اعلان مميز او بيلغي الاعلان خالص تضيع وقت علي الفاضي [ASPECT] app_experience,app_experience,negative
8501,برنامج فاشل جدا اضيفت اعلان اكتر من مرة بيرفض يرجي المحاولة علشان قاعده البيانات وفي الاخر لازم تدفع علشان يعملك اعلان مميز أو بيلغي الاعلان خالص تضيع وقت علي الفاضي,برنامج فاشل جدا اضيفت اعلان اكتر من مرة بيرفض يرجي المحاولة علشان قاعده البيانات وفي الاخر لازم تدفع علشان يعملك اعلان مميز او بيلغي الاعلان خالص تضيع وقت علي الفاضي [ASPECT] price,price,negative
3349,محل جميل واسعار مقبوله بعض الشيء,محل جميل واسعار مقبوله بعض الشيء [ASPECT] ambiance,ambiance,positive
3349,محل جميل واسعار مقبوله بعض الشيء,محل جميل واسعار مقبوله بعض الشيء [ASPECT] price,price,neutral
9074,حلو جدا,حلو جدا [ASPECT] general,general,positive
4465,"لنتيجة النهائية لشعري! 🙌
عملت صبغة عند مجدي عبده في الزمالك، والشغل كان ممتاز ومحترف جدًا، اللون طلع بالضبط زي ما كنت عايزاه، ناعم، بارد، وفخم من غير أي دفء أو أحمر أو أورانج.

الحقيقة إن معرفتي بمجدي عبده كانت عن طريق ChatGPT اللي رشحتهولي وقال لي إنه أفضل كوافير في الزمالك للصبغة، وأنا دلوقتي في فرنسا وسعيدة جدًا إني وثقت في التوصية دي.

غير النتيجة الرائعة، لازم أشيد كمان بكرم الضيافة والاستقبال الرائع، والنضافة الفائقة لكل مكان، وده كله مع أقل الأسعار بعد المقارنة.

أنصح أي حد عايز صبغة محترفة ونتيجة رائعة يروح عند مجدي عبده، شغل احترافي، استقبال ممتاز، ونضافة عالية 💖",لنتيجة النهايية لشعري! 🙌 عملت صبغة عند مجدي عبده في الزمالك، والشغل كان ممتاز ومحترف جدا، اللون طلع بالضبط زي ما كنت عايزاه، ناعم، بارد، وفخم من غير اي دفء او احمر او اورانج. الحقيقة ان معرفتي بمجدي عبده كانت عن طريق ChatGPT اللي رشحتهولي وقال لي انه افضل كوافير في الزمالك للصبغة، وانا دلوقتي في فرنسا وسعيدة جدا اني وثقت في التوصية دي. غير النتيجة الرايعة، لازم اشيد كمان بكرم الضيافة والاستقبال الرايع، والنضافة الفايقة لكل مكان، وده كله مع اقل الاسعار بعد المقارنة. انصح اي حد عايز صبغة محترفة ونتيجة رايعة يروح عند مجدي عبده، شغل احترافي، استقبال ممتاز، ونضافة عالية 💖 [ASPECT] service,service,positive
